Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Ryu J., Kim J., Hong W., De Dear R.","56192651000;57189969323;7401527968;57509153500;","On the temporal dimension of adaptive thermal comfort mechanisms in residential buildings",2019,"IOP Conference Series: Materials Science and Engineering","609","4","042071","","",,1,"10.1088/1757-899X/609/4/042071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074389968&doi=10.1088%2f1757-899X%2f609%2f4%2f042071&partnerID=40&md5=6254966e73662cb70a6f0d685a539356","School of Architecture, Design and Planning, University of SydneyNSW  2006, Australia; School of Architecture and Architectural Engineering, Kyungpook National University, Daegu, 41566, South Korea","Ryu, J., School of Architecture, Design and Planning, University of SydneyNSW  2006, Australia, School of Architecture and Architectural Engineering, Kyungpook National University, Daegu, 41566, South Korea; Kim, J., School of Architecture, Design and Planning, University of SydneyNSW  2006, Australia; Hong, W., School of Architecture and Architectural Engineering, Kyungpook National University, Daegu, 41566, South Korea; De Dear, R., School of Architecture, Design and Planning, University of SydneyNSW  2006, Australia","Ryu, J.; School of Architecture, Australia; email: Jihye.ryu@sydney.edu.au","Berardi U.Allard F.","Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85074389968
"Kim J., De Dear R., Tartarini F., Parkinson T., Cooper P.","57189969323;57509153500;57194517775;56017880100;55603540500;","Ventilation mode effect on thermal comfort in a mixed mode building",2019,"IOP Conference Series: Materials Science and Engineering","609","4","042029","","",,,"10.1088/1757-899X/609/4/042029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074384350&doi=10.1088%2f1757-899X%2f609%2f4%2f042029&partnerID=40&md5=84495bb6bd898dcb157f11090d393095","Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia; Center for the Built Environment, University of California, Berkeley, United States","Kim, J., Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; De Dear, R., Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; Tartarini, F., Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia; Parkinson, T., Center for the Built Environment, University of California, Berkeley, United States; Cooper, P., Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia","Kim, J.; Indoor Environmental Quality Lab, Australia; email: jungsoo.kim@sydney.edu.au","Berardi U.Allard F.","Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85074384350
"Jiang Y., Luo Z., Wang Z., Lin B.","36065463100;7401699230;56176432100;7403508277;","Review of thermal comfort infused with the latest big data and modeling progresses in public health",2019,"Building and Environment","164",,"106336","","",,20,"10.1016/j.buildenv.2019.106336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070508156&doi=10.1016%2fj.buildenv.2019.106336&partnerID=40&md5=06c0f26c7263d1d7ebf1937bdd0d792a","XIN Center, Tsinghua University, Beijing, 100084, China; Department of Physiology, Xiangya School of Medicine, Central South University, Changsha, Hunan, China; Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA  94720, United States; Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China","Jiang, Y., XIN Center, Tsinghua University, Beijing, 100084, China; Luo, Z., Department of Physiology, Xiangya School of Medicine, Central South University, Changsha, Hunan, China; Wang, Z., Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA  94720, United States; Lin, B., Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China","Lin, B.; Department of Building Science, China; email: linbr@tsinghua.edu.cn",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85070508156
"Satish B.K.","54938764600;","Beyond energy- efficient built environment – examining the relationship between the users’ cultural values and energy consumption",2019,"IOP Conference Series: Earth and Environmental Science","329","1","012024","","",,,"10.1088/1755-1315/329/1/012024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074877210&doi=10.1088%2f1755-1315%2f329%2f1%2f012024&partnerID=40&md5=5e182e5064ed0e2d80051f8613d5d549","School of Art, Design and Architecture, University of Plymouth, United Kingdom","Satish, B.K., School of Art, Design and Architecture, University of Plymouth, United Kingdom","Satish, B.K.; School of Art, United Kingdom",,"Institute of Physics Publishing",17551307,,,,"English","IOP Conf. Ser. Earth Environ. Sci.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85074877210
"Liu M., Yan L., Li J., Xu Z., Du S.","55743486400;57205647819;57195593707;57212253022;57212252416;","Analysis of temperature setting habits of room air conditioners in the typical cities in Yangtze River Basin under the big data monitoring platform [大数据监测平台下的长江流域典型城市房间空调器温度设置分析]",2019,"Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering","41","5",,"164","172",,4,"10.11835/j.issn.2096-6717.2019.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076302986&doi=10.11835%2fj.issn.2096-6717.2019.107&partnerID=40&md5=c448e261c01bc1066dfc4ceeffd6b90f","School of Civil Environmental Engineering, Chongqing University, Chongqing, 400044, China; Guangdong Midea Air-Conditioning Equipment Co., Ltd, Foshan, Guangdong  528311, China; School of Energy and Power Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China","Liu, M., School of Civil Environmental Engineering, Chongqing University, Chongqing, 400044, China; Yan, L., School of Civil Environmental Engineering, Chongqing University, Chongqing, 400044, China; Li, J., Guangdong Midea Air-Conditioning Equipment Co., Ltd, Foshan, Guangdong  528311, China, School of Energy and Power Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; Xu, Z., Guangdong Midea Air-Conditioning Equipment Co., Ltd, Foshan, Guangdong  528311, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Du, S., Guangdong Midea Air-Conditioning Equipment Co., Ltd, Foshan, Guangdong  528311, China","Li, J.; Guangdong Midea Air-Conditioning Equipment Co., China; email: lijb@midea.com",,"China National Publications Import and Export (Group) Corporation",20966717,,,,"Chinese","Tumu yu Huanjing Gongcheng Xuebao/J. Civ. Environ. Eng.",Article,"Final","",Scopus,2-s2.0-85076302986
"Kumar S., Singh M.K.","57192280113;55319636100;","Field investigation on occupant's thermal comfort and preferences in naturally ventilated multi-storey hostel buildings over two seasons in India",2019,"Building and Environment","163",,"106309","","",,20,"10.1016/j.buildenv.2019.106309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070499919&doi=10.1016%2fj.buildenv.2019.106309&partnerID=40&md5=723e3576f040e98d07ec306cd70f3953","Mechanical Engineering Department, Dr. B R Ambedkar National Institute of Technology, Jalandhar, Punjab  144011, India; Joint International Research Laboratory of Green Buildings and Built Environments (Ministry of Education), Chongqing University, Chongqing, 400045, China; National Centre for International Research of Low-carbon and Green Buildings, Chongqing University, Chongqing, 400045, China; Department of Human and Social Systems, Institute of Industrial Science, The University of Tokyo, 4-6-1, Komaba, Meguro-ku, Tokyo, 153-8505, Japan","Kumar, S., Mechanical Engineering Department, Dr. B R Ambedkar National Institute of Technology, Jalandhar, Punjab  144011, India; Singh, M.K., Joint International Research Laboratory of Green Buildings and Built Environments (Ministry of Education), Chongqing University, Chongqing, 400045, China, National Centre for International Research of Low-carbon and Green Buildings, Chongqing University, Chongqing, 400045, China, Department of Human and Social Systems, Institute of Industrial Science, The University of Tokyo, 4-6-1, Komaba, Meguro-ku, Tokyo, 153-8505, Japan","Kumar, S.; Mechanical Engineering Department, India; email: sanjay@nitj.ac.in",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85070499919
"Rupp R.F., Kim J., Ghisi E., de Dear R.","55021361600;57189969323;8859872400;57509153500;","Thermal sensitivity of occupants in different building typologies: The Griffiths Constant is a Variable",2019,"Energy and Buildings","200",,,"11","20",,35,"10.1016/j.enbuild.2019.07.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069918096&doi=10.1016%2fj.enbuild.2019.07.048&partnerID=40&md5=ba8b8cb9523cb145b497152af1efbb9e","Federal University of Santa Catarina, Department of Civil Engineering, Laboratory of Energy Efficiency in Buildings, Florianópolis, SC, Brazil; The University of Sydney, School of Architecture, Design and Planning, Indoor Environmental Quality Laboratory, Sydney, NSW, Australia","Rupp, R.F., Federal University of Santa Catarina, Department of Civil Engineering, Laboratory of Energy Efficiency in Buildings, Florianópolis, SC, Brazil, The University of Sydney, School of Architecture, Design and Planning, Indoor Environmental Quality Laboratory, Sydney, NSW, Australia; Kim, J., The University of Sydney, School of Architecture, Design and Planning, Indoor Environmental Quality Laboratory, Sydney, NSW, Australia; Ghisi, E., Federal University of Santa Catarina, Department of Civil Engineering, Laboratory of Energy Efficiency in Buildings, Florianópolis, SC, Brazil; de Dear, R., The University of Sydney, School of Architecture, Design and Planning, Indoor Environmental Quality Laboratory, Sydney, NSW, Australia","Rupp, R.F.; Federal University of Santa Catarina, Brazil; email: ricardorupp@gmail.com",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85069918096
"Zhang S., Cheng Y., Fang Z., Lin Z.","57192270407;56547669800;27067632800;55664254300;","Improved algorithm for adaptive coefficient of adaptive Predicted Mean Vote (aPMV)",2019,"Building and Environment","163",,"106318","","",,19,"10.1016/j.buildenv.2019.106318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069891313&doi=10.1016%2fj.buildenv.2019.106318&partnerID=40&md5=963011a16bfbbe9bff480ea0e6afa785","Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong; Joint International Research Laboratory of Green Buildings and Built Environments, Ministry of Education, Chongqing University, Chongqing, China; School of Civil Engineering, Chongqing University, Chongqing, China; School of Civil Engineering, Guangzhou University, Guangzhou, China; Division of Building Science and Technology, City University of Hong Kong, Hong Kong","Zhang, S., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong; Cheng, Y., Joint International Research Laboratory of Green Buildings and Built Environments, Ministry of Education, Chongqing University, Chongqing, China, School of Civil Engineering, Chongqing University, Chongqing, China; Fang, Z., School of Civil Engineering, Guangzhou University, Guangzhou, China; Lin, Z., Division of Building Science and Technology, City University of Hong Kong, Hong Kong","Lin, Z.; Division of Building Science and Technology, Hong Kong; email: bsjzl@cityu.edu.hk",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85069891313
"Peng Y., Feng T., Timmermans H.J.P.","57204789095;55011305300;7006171625;","Expanded comfort assessment in outdoor urban public spaces using Box-Cox transformation",2019,"Landscape and Urban Planning","190",,"103594","","",,9,"10.1016/j.landurbplan.2019.103594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067238011&doi=10.1016%2fj.landurbplan.2019.103594&partnerID=40&md5=a12453b6acccd473250aa59cb6b2f4be","Urban Planning Group, Department of the Built Environment, Eindhoven University of Technology, PO Box 513, 5600MB Eindhoven, Netherlands; Department of Air Transportation Management, Nanjing University of Aeronautics and Astronautics, Jiangjun Avenue, Jiangning District, Nanjing, 211106, China","Peng, Y., Urban Planning Group, Department of the Built Environment, Eindhoven University of Technology, PO Box 513, 5600MB Eindhoven, Netherlands; Feng, T., Urban Planning Group, Department of the Built Environment, Eindhoven University of Technology, PO Box 513, 5600MB Eindhoven, Netherlands; Timmermans, H.J.P., Urban Planning Group, Department of the Built Environment, Eindhoven University of Technology, PO Box 513, 5600MB Eindhoven, Netherlands, Department of Air Transportation Management, Nanjing University of Aeronautics and Astronautics, Jiangjun Avenue, Jiangning District, Nanjing, 211106, China","Feng, T.; Urban Planning Group, PO Box 513, Netherlands; email: t.feng@tue.nl",,"Elsevier B.V.",01692046,,LUPLE,,"English","Landsc. Urban Plann.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85067238011
"Tian X., Li B., Ma Y., Liu D., Li Y., Cheng Y.","57209234913;57209236833;57209232894;57191225509;55888814200;56547669800;","Experimental study of local thermal comfort and ventilation performance for mixing, displacement and stratum ventilation in an office",2019,"Sustainable Cities and Society","50",,"101630","","",,41,"10.1016/j.scs.2019.101630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066938749&doi=10.1016%2fj.scs.2019.101630&partnerID=40&md5=a972f5d09757971b33651628c43e32b2","National Centre for International Research of Low-Carbon and Green Buildings, Ministry of Science & Technology, Chongqing University, Chongqing, 400044, China; School of Civil Engineering, Chongqing University, Chongqing, 400044, China; School of Mechanical Engineering, Tongji University, Shanghai, 200082, China","Tian, X., National Centre for International Research of Low-Carbon and Green Buildings, Ministry of Science & Technology, Chongqing University, Chongqing, 400044, China, School of Civil Engineering, Chongqing University, Chongqing, 400044, China; Li, B., National Centre for International Research of Low-Carbon and Green Buildings, Ministry of Science & Technology, Chongqing University, Chongqing, 400044, China, School of Civil Engineering, Chongqing University, Chongqing, 400044, China; Ma, Y., School of Mechanical Engineering, Tongji University, Shanghai, 200082, China; Liu, D., School of Mechanical Engineering, Tongji University, Shanghai, 200082, China; Li, Y., National Centre for International Research of Low-Carbon and Green Buildings, Ministry of Science & Technology, Chongqing University, Chongqing, 400044, China, School of Civil Engineering, Chongqing University, Chongqing, 400044, China; Cheng, Y., National Centre for International Research of Low-Carbon and Green Buildings, Ministry of Science & Technology, Chongqing University, Chongqing, 400044, China, School of Civil Engineering, Chongqing University, Chongqing, 400044, China","Cheng, Y.; National Centre for International Research of Low-Carbon and Green Buildings, China; email: yongcheng6@cqu.edu.cn",,"Elsevier Ltd",22106707,,,,"English","Sustainable Cities Soc.",Article,"Final","",Scopus,2-s2.0-85066938749
"Irshad K., Algarni S., Ahmad M.T., Irfan S.A., Habib K., Abdelmohimen M.A.H., Hasan Zahir Md., Sayeed Ahmed G.M.","55995660900;56708893500;57199846715;57192382110;23034500300;56818984600;57209180325;56965016100;","Microclimate thermal management using thermoelectric air-cooling duct system operated at five incremental powers and its effect on sleep adaptation of the occupants",2019,"Energies","12","19","3695","","",,2,"10.3390/en12193695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072721928&doi=10.3390%2fen12193695&partnerID=40&md5=5b7f8a5c1c9df8bec6085f9469e43be6","Center of Research Excellence in Renewable Energy (CoRE-RE), King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Department of Mechanical Engineering, King Khalid University, Abha, 61413, Saudi Arabia; College of Medicine, King Khalid University, Abha, 61413, Saudi Arabia; Department of Fundamental and Applied Sciences, Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak Darul Ridzuan  32610, Malaysia; Department of Mechanical Engineering, Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak Darul Ridzuan  32610, Malaysia; Mechanical Engineering Department, Shoubra Faculty of Engineering, Benha University, Cario, 13511, Egypt","Irshad, K., Center of Research Excellence in Renewable Energy (CoRE-RE), King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Algarni, S., Department of Mechanical Engineering, King Khalid University, Abha, 61413, Saudi Arabia; Ahmad, M.T., College of Medicine, King Khalid University, Abha, 61413, Saudi Arabia; Irfan, S.A., Department of Fundamental and Applied Sciences, Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak Darul Ridzuan  32610, Malaysia; Habib, K., Department of Mechanical Engineering, Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak Darul Ridzuan  32610, Malaysia; Abdelmohimen, M.A.H., Department of Mechanical Engineering, King Khalid University, Abha, 61413, Saudi Arabia, Mechanical Engineering Department, Shoubra Faculty of Engineering, Benha University, Cario, 13511, Egypt; Hasan Zahir, Md., Center of Research Excellence in Renewable Energy (CoRE-RE), King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Sayeed Ahmed, G.M., Department of Mechanical Engineering, King Khalid University, Abha, 61413, Saudi Arabia","Irshad, K.; Center of Research Excellence in Renewable Energy (CoRE-RE), Saudi Arabia; email: kashif.irshad@kfupm.edu.sa",,"MDPI AG",19961073,,,,"English","Energies",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85072721928
"Rodriguez C.M., Medina J.M., Coronado M.C., Dálessandro M.","55574197892;56372219200;57210344434;57191615298;","The Development of Data-Collection Methods for Thermal Comfort Assessment in Tropical Countries",2019,"IOP Conference Series: Materials Science and Engineering","603","5","052001","","",,3,"10.1088/1757-899X/603/5/052001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072957482&doi=10.1088%2f1757-899X%2f603%2f5%2f052001&partnerID=40&md5=31748075bc5d04cffaa44a059e3a3ead","University Piloto de Colombia, Bogotá, Bogotá, Colombia; Architecture Department, University of Los Andes, Bogota, Colombia; Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan, Milan, Italy","Rodriguez, C.M., University Piloto de Colombia, Bogotá, Bogotá, Colombia; Medina, J.M., Architecture Department, University of Los Andes, Bogota, Colombia; Coronado, M.C., University Piloto de Colombia, Bogotá, Bogotá, Colombia; Dálessandro, M., Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan, Milan, Italy","Coronado, M.C.; University Piloto de ColombiaColombia; email: carolina-rodriguez1@unipiloto.edu.co","Yilmaz I.Marschalko M.Drusa M.Dabija A.M.Toksoz D.Niemiec D.","Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85072957482
"Tyler A., New K., Friday A.","57211179008;57209306388;7003555568;","Are you sitting uncomfortably? A tale of comfort, energy and productivity",2019,"UbiComp/ISWC 2019- - Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers",,,,"1090","1092",,,"10.1145/3341162.3354060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072890661&doi=10.1145%2f3341162.3354060&partnerID=40&md5=1e5fb0c900f502d5787ff0a1514cac5b","Lancaster University, Lancaster, United Kingdom","Tyler, A., Lancaster University, Lancaster, United Kingdom; New, K., Lancaster University, Lancaster, United Kingdom; Friday, A., Lancaster University, Lancaster, United Kingdom",,,"Association for Computing Machinery, Inc",,9781450368698,,,"English","UbiComp/ISWC - Adjun. Proc. ACM Int. Jt. Conf. Pervasive Ubiquitous Comput. Proc. ACM Int. Symp. Wearable Comput.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85072890661
"Liu S., Schiavon S., Das H.P., Jin M., Spanos C.J.","37091147600;36976643300;57208125988;56438617200;7004447999;","Personal thermal comfort models with wearable sensors",2019,"Building and Environment","162",,"106281","","",,77,"10.1016/j.buildenv.2019.106281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072200028&doi=10.1016%2fj.buildenv.2019.106281&partnerID=40&md5=837e21a4a5173db39baeaceb994871e0","Center for the Built Environment, University of California, Berkeley, CA, United States; Department of Civil and Environmental Engineering, Worcester Polytechnic InstituteMA, United States; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, United States","Liu, S., Center for the Built Environment, University of California, Berkeley, CA, United States, Department of Civil and Environmental Engineering, Worcester Polytechnic InstituteMA, United States; Schiavon, S., Center for the Built Environment, University of California, Berkeley, CA, United States; Das, H.P., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, United States; Jin, M., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, United States; Spanos, C.J., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, United States","Liu, S.; Center for the Built Environment, United States; email: sliu8@wpi.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85072200028
"Zhang F., de Dear R.","57202351731;57509153500;","Impacts of demographic, contextual and interaction effects on thermal sensation—Evidence from a global database",2019,"Building and Environment","162",,"106286","","",,17,"10.1016/j.buildenv.2019.106286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069596701&doi=10.1016%2fj.buildenv.2019.106286&partnerID=40&md5=45760b43028951a79d8b92b7220c9c3d","Griffith School of Engineering and the Built Environment, Griffith UniversityQLD  4222, Australia; School of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia","Zhang, F., Griffith School of Engineering and the Built Environment, Griffith UniversityQLD  4222, Australia; de Dear, R., School of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia","Zhang, F.; Griffith School of Engineering and the Built Environment, Australia; email: fan.zhang@griffith.edu.au",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85069596701
"Rodriguez C.M., D'Alessandro M.","55574197892;56428716400;","Indoor thermal comfort review: The tropics as the next frontier",2019,"Urban Climate","29",,"100488","","",,20,"10.1016/j.uclim.2019.100488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068085815&doi=10.1016%2fj.uclim.2019.100488&partnerID=40&md5=95b38180d76702bb73f1c24e9f7d99a6","Architecture Programme, Universidad Piloto de Colombia, Carrera 9 No. 45A - 44, Bogotá, Colombia; Architecture, Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan, Campus Leonardo, via Bonardi 9, Milan, 20133, Italy","Rodriguez, C.M., Architecture Programme, Universidad Piloto de Colombia, Carrera 9 No. 45A - 44, Bogotá, Colombia; D'Alessandro, M., Architecture, Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan, Campus Leonardo, via Bonardi 9, Milan, 20133, Italy","Rodriguez, C.M.; Architecture Programme, Carrera 9 No. 45A - 44, Colombia; email: carolina-rodriguez1@unipiloto.edu.co",,"Elsevier B.V.",22120955,,,,"English","Urban Clim.",Article,"Final","",Scopus,2-s2.0-85068085815
"Ji W., Cao B., Geng Y., Zhu Y., Lin B.","56898472000;36436721800;24075782800;57198950567;7403508277;","A study on the influences of immediate thermal history on current thermal sensation",2019,"Energy and Buildings","198",,,"364","376",,15,"10.1016/j.enbuild.2019.05.065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067342871&doi=10.1016%2fj.enbuild.2019.05.065&partnerID=40&md5=65721943d55b9d21888e2e681d8c75de","Department of Building Science, School of Architecture, Tsinghua University, Beijing, China; Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China","Ji, W., Department of Building Science, School of Architecture, Tsinghua University, Beijing, China, Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China; Cao, B., Department of Building Science, School of Architecture, Tsinghua University, Beijing, China, Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China; Geng, Y., Department of Building Science, School of Architecture, Tsinghua University, Beijing, China, Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China; Zhu, Y., Department of Building Science, School of Architecture, Tsinghua University, Beijing, China, Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China; Lin, B., Department of Building Science, School of Architecture, Tsinghua University, Beijing, China, Key Laboratory Eco Planning & Green Building, Ministry of Education (Tsinghua University), Beijing, China","Cao, B.; Department of Building Science, China; email: caobin@tsinghua.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85067342871
"Wang Z., Yu H., Luo M., Wang Z., Zhang H., Jiao Y.","57193503661;39462325100;55251790800;56176432100;37056565100;57191222046;","Predicting older people's thermal sensation in building environment through a machine learning approach: Modelling, interpretation, and application",2019,"Building and Environment","161",,"106231","","",,27,"10.1016/j.buildenv.2019.106231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067977286&doi=10.1016%2fj.buildenv.2019.106231&partnerID=40&md5=af35538e8bc9fac301ae109c694e33e8","School of Mechanical and Energy Engineering, Tongji University, Shanghai, 201804, China; Center for the Built Environment, University of California, Berkeley, CA  94720, United States; Key Laboratory of Ecology and Energy Saving Study of Dense Habitat (Tongji University), Ministry of Education, Shanghai, 201804, China; Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States","Wang, Z., School of Mechanical and Energy Engineering, Tongji University, Shanghai, 201804, China, Center for the Built Environment, University of California, Berkeley, CA  94720, United States; Yu, H., School of Mechanical and Energy Engineering, Tongji University, Shanghai, 201804, China, Key Laboratory of Ecology and Energy Saving Study of Dense Habitat (Tongji University), Ministry of Education, Shanghai, 201804, China; Luo, M., School of Mechanical and Energy Engineering, Tongji University, Shanghai, 201804, China, Center for the Built Environment, University of California, Berkeley, CA  94720, United States; Wang, Z., Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Zhang, H., Center for the Built Environment, University of California, Berkeley, CA  94720, United States; Jiao, Y., School of Mechanical and Energy Engineering, Tongji University, Shanghai, 201804, China","Yu, H.; School of Mechanical and Energy Engineering, China; email: tjyuhang@163.com",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85067977286
"Zhang J., Zhou Z., Wang C., Xue K., Liu Y., Fang M., Zuo J., Sheng Y.","57221658700;55728209400;15754408000;57211001171;57190051409;55694344800;23020460400;55832062600;","Research on the Influence of Indoor Relative Humidity on PM2.5 Concentration in Residential Buildings",2019,"IOP Conference Series: Materials Science and Engineering","585","1","012086","","",,1,"10.1088/1757-899X/585/1/012086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072226513&doi=10.1088%2f1757-899X%2f585%2f1%2f012086&partnerID=40&md5=2015021fd0e71a69062275afd71e2bc7","Tianjin Key Laboratory of Indoor Air Environmental Quality Control, Key Laboratory of Efficient Utilization of Low and Medium Grade Energy, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; ARTS GROUP Co., LTD., Jiangsu Province, Suzhou, China; Wuhan Zhenghua Architectural Design Co., LTD., Hubei Province, Wuhan, China; School of Civil and Environmental Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore, Singapore; School of Architecture and Built Environment, Entrepreneurship, Commercialisation and Innovation Centre (ECIC), University of Adelaide, Adelaide, 5005, Australia","Zhang, J., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, Key Laboratory of Efficient Utilization of Low and Medium Grade Energy, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; Zhou, Z., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, Key Laboratory of Efficient Utilization of Low and Medium Grade Energy, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; Wang, C., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, Key Laboratory of Efficient Utilization of Low and Medium Grade Energy, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; Xue, K., ARTS GROUP Co., LTD., Jiangsu Province, Suzhou, China; Liu, Y., Wuhan Zhenghua Architectural Design Co., LTD., Hubei Province, Wuhan, China; Fang, M., School of Civil and Environmental Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore, Singapore; Zuo, J., School of Architecture and Built Environment, Entrepreneurship, Commercialisation and Innovation Centre (ECIC), University of Adelaide, Adelaide, 5005, Australia; Sheng, Y., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, Key Laboratory of Efficient Utilization of Low and Medium Grade Energy, School of Environmental Science and Engineering, Tianjin University, Tianjin, China",,"Wang K.Hsu C.","Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85072226513
